uid,name,shib_role,shib_title,orcid,college,department,nc_state_affiliations,works_count,open_access_works_count,sdg_work_count_by_wos_1,sdg_work_count_by_wos_2,sdg_work_count_by_wos_3,sdg_work_count_by_wos_4,sdg_work_count_by_wos_5,sdg_work_count_by_wos_6,sdg_work_count_by_wos_7,sdg_work_count_by_wos_8,sdg_work_count_by_wos_9,sdg_work_count_by_wos_10,sdg_work_count_by_wos_11,sdg_work_count_by_wos_12,sdg_work_count_by_wos_13,sdg_work_count_by_wos_14,sdg_work_count_by_wos_15,sdg_work_count_by_wos_16,sdg_work_count_by_wos_17
ecrisci,Elisa Crisci,faculty,Asst Professor,https://orcid.org/0000-0002-4235-8508,College of Veterinary Medicine,Population Health and Pathobiology,Population Health and Pathobiology; Genetics and Genomics Academy; Population Health and Pathobiology; Comparative Medicine Institute; Global One Health Academy,77,52,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dcastel2,Ela Castellanos-Reyes,faculty,Asst Professor,https://orcid.org/0000-0002-0183-1549,College of Education,Teacher Education and Learning Sciences,Education; Teacher Education and Learning Sciences; Digital Transformation of Education,53,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
cchen49,Chao Chen,faculty,Asst Professor,https://orcid.org/0000-0002-5385-3651,College of Sciences,Mathematics,Mathematics,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wchen43,Weijian Chen,faculty,Asst Professor,https://orcid.org/0000-0002-3502-0840,College of Sciences,Physics,Physics,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cchen52,Chuyi Chen,faculty,Asst Professor,https://orcid.org/0000-0001-5733-4261,College of Engineering,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dchen33,Danjue Chen,faculty,Assoc Professor,,College of Engineering,"Civil, Construction and Environmental Engineering","Civil, Construction and Environmental Engineering",4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
cvclarke,Charlie Clarke,faculty,Asst Professor,https://orcid.org/0009-0002-8010-9980,Poole College of Management,Finance,Finance,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cfcastro,Celso Castro Bolinaga,faculty,Assoc Professor,https://orcid.org/0000-0002-5990-8609,College of Agriculture and Life Sciences,Biological and Agricultural Engineering,Biological and Agricultural Engineering; Biological and Agricultural Engineering; Coastal Resilience and Sustainability Initiative; KIETS Climate Leaders Program,26,14,0,1,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0
amcabasm,Ashly Cabas Mijares,faculty,Fitts-Woolard Hall,https://orcid.org/0000-0002-1039-4053,College of Engineering,"Civil, Construction and Environmental Engineering","Civil, Construction and Environmental Engineering; Center for Nuclear Energy Facilities and Structures; Center for Geospatial Analytics",35,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
crcongre,Curtis Congreve,faculty,Asst Teaching Professor,https://orcid.org/0000-0003-3476-1257,College of Sciences,"Marine, Earth, and Atmospheric Sciences","Marine, Earth, and Atmospheric Sciences",29,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0
mecalkin,Meg Calkins,faculty,Professor,,College of Design,Landscape Architecture and Environmental Planning,Landscape Architecture and Environmental Planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gcarrer,Gabrielle Carrero,faculty,Lecturer,,College of Humanities and Social Sciences,English,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dlcampb2,Derwin Campbell,faculty,Lecturer,,College of Humanities and Social Sciences,English,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psdoming,Peggy Domingue,faculty,Assoc Teaching Professor,https://orcid.org/0009-0008-1067-3766,NC State Administration and Offices,Physical Education,Physical Education,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jaellis5,Jesse Ellis,faculty,Professor,https://orcid.org/0000-0002-8523-0598,Poole College of Management,Finance,Finance,14,1,0,0,0,0,0,0,0,5,1,1,1,1,0,0,0,0,0
cpedging,Cyndi Edgington,faculty,Special,,College of Education,"Science, Technology, Engineering, & Mathematics Education","Science, Technology, Engineering, & Mathematics Education",19,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
aredwar2,Amanda Edwards,faculty,Assoc Teaching Professor,,College of Humanities and Social Sciences,Political Science & Public Administration [in the School of Public and International Affairs],Political Science & Public Administration [in the School of Public and International Affairs],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
krearnsh,Keith Earnshaw,faculty,Asst Teaching Professor,,College of Humanities and Social Sciences,Interdisciplinary Studies,Interdisciplinary Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feewere,Felix Ewere,faculty,Assoc Teaching Professor,https://orcid.org/0000-0003-3777-2963,College of Engineering,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
terteme,Tugce Ertem Eray,faculty,Asst Professor,https://orcid.org/0000-0002-5199-3159,College of Humanities and Social Sciences,Communication,Communication,39,8,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
benahor,Basheerah Enahora,faculty,"Assistant Professor, Extension Specialist",https://orcid.org/0000-0001-8628-8102,College of Agriculture and Life Sciences,Agricultural and Human Sciences,Agricultural and Human Sciences; Global One Health Academy,8,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jedmond2,Jeremy Edmondson,faculty,"Professor of the Practice, Associate Director of Senior Design",https://orcid.org/0009-0005-6538-9517,College of Engineering,Electrical and Computer Engineering,Electrical and Computer Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rellis7,Ruby Ellis,faculty,Asst Professor,,College of Education,"Science, Technology, Engineering, & Mathematics Education","Science, Technology, Engineering, & Mathematics Education",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mrestila,Reza Estilaei,faculty,Professor of the Practice,,Poole College of Management,Finance,Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jbeells,Jeffrey Eells,faculty,Assoc Professor,https://orcid.org/0000-0002-6381-1666,College of Veterinary Medicine,Molecular Biomedical Sciences,Molecular Biomedical Sciences,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jjcarro3,Jennifer Carroll,faculty,Assoc Professor,https://orcid.org/0000-0001-5711-7419,College of Humanities and Social Sciences,Sociology and Anthropology,Sociology and Anthropology; Global One Health Academy,150,23,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vmcatete,Veronica Catete,faculty,Assistant Professor,https://orcid.org/0000-0002-7620-7708,College of Engineering,Computer Science,Computer Science; Center for Educational Informatics,82,24,0,0,0,44,0,0,0,0,2,0,0,0,0,0,0,0,0
zcang,Zixuan Cang,faculty,Asst Professor,https://orcid.org/0000-0002-9951-5586,College of Sciences,Mathematics,Mathematics,32,26,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hchen57,Hsuan Chen,faculty,Asst Professor,https://orcid.org/0000-0003-4362-844X,College of Agriculture and Life Sciences,Horticultural Science,Horticultural Science,25,23,0,3,2,0,0,0,0,0,0,0,0,0,3,0,5,0,0
mcurry2,Maggie Curry,faculty,Asst Professor,https://orcid.org/0000-0001-5185-5779,College of Sciences,"Marine, Earth, and Atmospheric Sciences","Marine, Earth, and Atmospheric Sciences",16,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
mchen33,Mingtai Chen,faculty,Asst Teaching Professor,https://orcid.org/0000-0001-9682-4466,College of Engineering,Mechanical and Aerospace Engineering,Mechanical and Aerospace Engineering,32,6,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0
aclark5,Alexis Clark,faculty,Asst Professor,https://orcid.org/0009-0000-7071-4269,College of Humanities and Social Sciences,History,History,35,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lcolmen,Laura Colmenarejo,faculty,Asst Professor,,College of Sciences,Mathematics,Mathematics,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dncrye,David Crye,faculty,Lecturer,,NC State Administration and Offices,Physical Education,Physical Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ntdinh,Nam Dinh,faculty,Professor,https://orcid.org/0000-0003-0879-9710,College of Engineering,Nuclear Engineering,Nuclear Engineering; Center for Nuclear Energy Facilities and Structures,203,27,0,0,1,0,0,10,0,0,1,0,12,1,7,0,0,0,0
madesouc,Michaela DeSoucey,faculty,Assoc Professor,https://orcid.org/0000-0003-1183-402X,College of Humanities and Social Sciences,Sociology and Anthropology,Sociology and Anthropology,43,3,0,2,2,1,0,0,0,0,1,0,3,2,1,0,2,0,0
hding,Huiling Ding,faculty,Professor,https://orcid.org/0000-0003-4559-604X,College of Humanities and Social Sciences,English,English; English; Coastal Resilience and Sustainability Initiative; Data Science and AI Academy; Global One Health Academy; N.C. Plant Sciences Initiative,19,3,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0
cddenson,Cameron Denson,faculty,Assoc Professor,,College of Education,"Science, Technology, Engineering, & Mathematics Education","Science, Technology, Engineering, & Mathematics Education",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apdavis5,Andrew Davis,faculty,Asst Professor,,College of Humanities and Social Sciences,Sociology and Anthropology,Sociology and Anthropology,16,4,1,0,1,0,0,0,0,1,1,3,0,0,1,0,0,7,0
xduan4,Xiaolin Duan,faculty,Professor,https://orcid.org/0000-0002-0825-6487,College of Humanities and Social Sciences,History,History,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ixdoming,Ignacio Dominguez,faculty,Assoc Teaching Professor,https://orcid.org/0000-0002-7311-2295,College of Engineering,Computer Science,Computer Science,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cjdoll,Christian Doll,faculty,Asst Teaching Professor,,College of Humanities and Social Sciences,Sociology and Anthropology,Sociology and Anthropology,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cgdyer,Chelsey Dyer,faculty,Asst Teaching Professor,https://orcid.org/0000-0002-4643-8505,College of Humanities and Social Sciences,Sociology and Anthropology,Sociology and Anthropology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tldicass,Tara Di Cassio,faculty,Lecturer,,College of Humanities and Social Sciences,World Languages and Cultures,World Languages and Cultures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
haedward,Harriett Edwards,faculty,Professor,https://orcid.org/0000-0002-8028-612X,College of Agriculture and Life Sciences,Agricultural and Human Sciences,Agricultural and Human Sciences,10,5,0,0,3,2,1,0,0,0,0,2,0,0,0,0,0,0,0
paestes,Patricia Estes,faculty,Assoc Teaching Professor,https://orcid.org/0009-0000-9146-0878,College of Sciences,Biological Sciences,Biological Sciences; Biological Sciences; Genetics and Genomics Academy,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ghelling,Grant Ellington,faculty,Associate Extension Professor,,College of Agriculture and Life Sciences,Biological and Agricultural Engineering,Biological and Agricultural Engineering; Biological and Agricultural Engineering,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mdengell,Miles Engell,faculty,Teaching Professor,,College of Sciences,Biological Sciences,Biological Sciences,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
gwambros,Graham Ambrose,faculty,Asst Professor,https://orcid.org/0000-0003-2784-2649,College of Humanities and Social Sciences,Political Science & Public Administration [in the School of Public and International Affairs],Political Science & Public Administration [in the School of Public and International Affairs]; Political Science & Public Administration [in the School of Public and International Affairs]; Genetic Engineering and Society Center,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jfbrazel,Joseph Brazel,faculty,Professor,,Poole College of Management,Accounting,Accounting,18,8,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sarumug,Sankarasubramanian Arumugam,faculty,Professor,https://orcid.org/0000-0002-7668-1311,College of Engineering,"Civil, Construction and Environmental Engineering","Civil, Construction and Environmental Engineering; Civil, Construction and Environmental Engineering; Global Water, Sanitation and Hygiene; Energy Collaborative; Coastal Resilience and Sustainability Initiative; KIETS Climate Leaders Program; Center for Geospatial Analytics; Southeast Climate Adaptation Science Center; Global One Health Academy",280,71,0,2,0,0,0,55,3,0,0,0,12,0,65,55,14,0,0
mlardons,Marcelo Ardon,faculty,Professor,https://orcid.org/0000-0001-7275-2672,College of Natural Resources,Forestry and Environmental Resources,"Forestry and Environmental Resources; Global Water, Sanitation and Hygiene; Coastal Resilience and Sustainability Initiative; KIETS Climate Leaders Program",71,37,1,1,0,0,0,2,0,0,1,0,0,0,23,29,16,0,0
carendt,Carli Arendt,faculty,Assoc Teaching Professor,https://orcid.org/0000-0001-9624-3055,College of Sciences,"Marine, Earth, and Atmospheric Sciences","Marine, Earth, and Atmospheric Sciences",31,18,0,0,1,0,0,2,0,0,0,0,0,0,10,7,4,0,0
jayscue,Jenn Ayscue,faculty,Assoc Professor,https://orcid.org/0000-0002-2900-5417,College of Education,"Educational Leadership, Policy, and Human Development","Educational Leadership, Policy, and Human Development",111,11,0,0,1,9,0,0,0,0,0,1,1,0,0,0,0,0,0
anadkins,Amy Adkins,faculty,Asst Teaching Professor,https://orcid.org/0000-0001-5525-740X,College of Engineering,Biomedical Engineering,Biomedical Engineering,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amallen2,Angela Allen,faculty,Asst Teaching Professor,,College of Natural Resources,Forestry and Environmental Resources,Forestry and Environmental Resources; Global One Health Academy,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
kalff,Kristen Alff,faculty,Asst Professor,https://orcid.org/0000-0002-8137-9125,College of Humanities and Social Sciences,History,History,15,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aakono,Ange Therese Akono,faculty,Assoc Professor,,College of Engineering,"Civil, Construction and Environmental Engineering","Civil, Construction and Environmental Engineering",3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
eaiyash,Eiman Aiyash,faculty,Lecturer,https://orcid.org/0009-0001-2857-0692,Poole College of Management,Economics,Economics,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abamatya,Alok Amatya,faculty,Asst Professor,,College of Humanities and Social Sciences,English,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clbird2,Carolyn Bird,faculty,Unclassified,https://orcid.org/0000-0001-9049-4486,College of Agriculture and Life Sciences,Agricultural and Human Sciences,Agricultural and Human Sciences; Coastal Resilience and Sustainability Initiative,21,0,1,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0
dbcheruk,Drinda Benge,faculty,Assoc Teaching Professor,,College of Education,Teacher Education and Learning Sciences,Education; Teacher Education and Learning Sciences,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rcrespo,Rocio Crespo,faculty,Professor,https://orcid.org/0000-0002-6286-1004,College of Veterinary Medicine,Population Health and Pathobiology,Population Health and Pathobiology; Global One Health Academy,90,39,0,0,23,0,0,0,0,0,1,0,0,0,1,0,0,0,0
hcui9,Hantao Cui,faculty,Assoc Professor,https://orcid.org/0000-0002-4259-5925,College of Engineering,Electrical and Computer Engineering,Electrical and Computer Engineering,79,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scheung3,Stanley Cheung,faculty,Assoc Professor,,College of Engineering,Electrical and Computer Engineering,Electrical and Computer Engineering,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcutita,Mihail Cutitaru,faculty,Associate Teaching Professor,,College of Engineering,Electrical and Computer Engineering,Electrical and Computer Engineering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rldehaas,Rebecca De Haas,faculty,Senior Lecturer and RPW Advisor,,College of Humanities and Social Sciences,English,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
despain,Scott Despain,faculty,Assoc Professor,https://orcid.org/0000-0003-3641-6756,College of Humanities and Social Sciences,World Languages and Cultures,World Languages and Cultures,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ddaemon,Daun Daemon,faculty,Unpaid Emeritus,,College of Humanities and Social Sciences,English,English,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vdublje,Veljko Dubljevic,faculty,"University Faculty Scholar, Joseph D. Moore Distinguished Professor of Philosophy and Science, Technology & Society (STS)",https://orcid.org/0000-0003-3606-587X,College of Humanities and Social Sciences,Philosophy and Religious Studies,Philosophy and Religious Studies; Genetic Engineering and Society; Genetic Engineering and Society Center,133,34,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,2,0
wditto,William Ditto,faculty,Professor,https://orcid.org/0000-0002-7416-8012,College of Sciences,Physics,Physics,174,44,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jcdunne,Jeffrey Dunne,faculty,Assoc Professor,https://orcid.org/0000-0003-0544-9889,College of Agriculture and Life Sciences,Crop and Soil Sciences,Crop and Soil Sciences; Genetics and Genomics Academy,35,27,0,15,3,0,0,0,0,0,0,0,0,0,18,1,5,0,0
jldonald,Joseph Donaldson,faculty,Assoc Professor,https://orcid.org/0000-0002-9276-3747,College of Agriculture and Life Sciences,Agricultural and Human Sciences,Agricultural and Human Sciences; Global One Health Academy; N.C. Plant Sciences Initiative,81,18,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
adas8,Anupam Das,faculty,Assoc Professor,,College of Engineering,Computer Science,Computer Science; Secure Computing Institute,13,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jabalko,Julie Balko,faculty,Assoc Professor,,College of Veterinary Medicine,Molecular Biomedical Sciences,Molecular Biomedical Sciences,31,9,0,0,14,0,0,0,0,0,0,0,0,0,6,4,8,0,0
kbusch,K C Busch,faculty,Assoc Professor,,College of Education,"Science, Technology, Engineering, & Mathematics Education","Science, Technology, Engineering, & Mathematics Education; Science, Technology, Engineering, & Mathematics Education; Leadership in Public Science; Coastal Resilience and Sustainability Initiative",25,3,0,5,3,8,0,1,0,0,0,1,2,6,12,7,6,0,0
jboninf,Juliana Bonin Ferreira,faculty,Assoc Clinical Professor,,College of Veterinary Medicine,Population Health and Pathobiology,Population Health and Pathobiology,8,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tmberret,Todd Berreth,faculty,Asst Teaching Professor,,College of Design,"Media Arts, Design and Technology","Coastal Resilience and Sustainability Initiative; Media Arts, Design and Technology; Media Arts, Design and Technology; Visual Narrative",1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
embrown5,Elisabeth Brown,faculty,Assoc Teaching Professor,https://orcid.org/0000-0001-8009-5510,College of Sciences,Mathematics,Mathematics; Coastal Resilience and Sustainability Initiative,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
gbai,Frank Bai,faculty,Asst Professor,https://orcid.org/0000-0002-9892-4919,College of Agriculture and Life Sciences,Biological and Agricultural Engineering,Biological and Agricultural Engineering; N.C. Plant Sciences Initiative,49,9,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
raboulde,Rawn Boulden,faculty,Graduate,https://orcid.org/0000-0002-7875-9725,College of Education,"Educational Leadership, Policy, and Human Development","Educational Leadership, Policy, and Human Development",43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jlbethea,Jan Bethea,faculty,Asst Teaching Professor,,College of Natural Resources,"Parks, Recreation and Tourism Management","Parks, Recreation and Tourism Management",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anbeaty,Allison Beaty,faculty,Asst Teaching Professor,,University College,Music,Music,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liclarke,Laura Clarke,faculty,Professor,https://orcid.org/0000-0003-1863-571X,College of Sciences,Physics,Physics; Physics; Coastal Resilience and Sustainability Initiative,51,6,0,0,31,0,0,1,0,0,0,0,3,1,2,1,0,0,0
